"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINECODE","INSPDATE","ACTION","VIOLCODE","SCORE","CURRENTGRADE","GRADEDATE","RECORDDATE"
"40370766","SMITH & WOLLENSKY","1","201","EAST 49 STREET","10017","2127531530","03","2012-09-06 00:00:00","D","10F","9","A","2012-09-06 00:00:00","2013-09-13 01:01:06.177000000"
"40366284","3 STAR COFFEE SHOP","1","541","COLUMBUS AVENUE","10024","2128746780","03","2013-03-29 00:00:00","U","04L","13","A","2013-03-29 00:00:00","2013-09-13 01:01:06.177000000"
"40366361","THREE STAR RESTAURANT","3","1611","AVENUE U","11229","7183364195","03","2013-07-10 00:00:00","D","10B","11","A","2013-07-10 00:00:00","2013-09-13 01:01:06.177000000"
"40366379","BLARNEY ROCK","1","137","WEST   33 STREET","10001","2129470825","47","2013-07-24 00:00:00","U","02B","18","Z","2013-07-24 00:00:00","2013-09-13 01:01:06.177000000"
"40366154","MICHAEL'S RESTAURANT","3","2929","AVENUE R","11229","7189987851","48","2013-01-22 00:00:00","D","06C","12","A","2013-01-22 00:00:00","2013-09-13 01:01:06.177000000"
"40366162","LENIHAN'S SALOON","4","119-09","ATLANTIC AVENUE","11418","7188469770","03","2013-07-01 00:00:00","U","04L","16","B","2013-07-01 00:00:00","2013-09-13 01:01:06.177000000"
"40366230","DON PEPPE","4","135-58","LEFFERTS BOULEVARD","11420","7188457587","48","2013-06-07 00:00:00","D","04L","13","A","2013-06-07 00:00:00","2013-09-13 01:01:06.177000000"
"40367365","FLAME RESTAURANT COFFEE HOUSE","1","893","9 AVENUE","10019","2127657562","03","2013-07-03 00:00:00","D","10B","10","A","2013-07-03 00:00:00","2013-09-13 01:01:06.177000000"
"40367381","DANTE CATERERS","4","75-07","31 AVENUE","11370","7184461310","03","2012-10-03 00:00:00","D","10F","10","A","2012-10-03 00:00:00","2013-09-13 01:01:06.177000000"
"40373852","SMILE OF THE BEYOND","4","86-14","PARSONS BOULEVARD","11432","7187397453","03","2013-02-08 00:00:00","D","02G","13","A","2013-02-08 00:00:00","2013-09-13 01:01:06.177000000"
"40373909","MCDONALD'S","3","5804","CLARENDON ROAD","11203","7184510834","39","2013-08-12 00:00:00","D","10F","10","A","2013-08-12 00:00:00","2013-09-13 01:01:06.177000000"
"40367278","JACK PIZZERIA","4","212-49","26 AVENUE","11360","7184235484","63","2013-01-29 00:00:00","D","02B","11","A","2013-01-29 00:00:00","2013-09-13 01:01:06.177000000"
"40367329","EMERALD PUB","1","308","SPRING STREET","10013","2122268512","03","2013-08-26 00:00:00","D","08C","13","A","2013-08-26 00:00:00","2013-09-13 01:01:06.177000000"
"40367338","TAP ROOM","1","180","CENTRAL PARK SOUTH","10019","2127677085","03","2012-12-03 00:00:00","D","10F","8","A","2012-12-03 00:00:00","2013-09-13 01:01:06.177000000"
"40367339","COCKTAIL ROOM (NYAC)","1","180","CENTRAL PARK SOUTH","10019","2127677000","03","2013-02-01 00:00:00","F","05D","22","B","2013-02-01 00:00:00","2013-09-13 01:01:06.177000000"
"40366381","DANGERFIELD'S NIGHT CLUB","1","1118      ","1 AVENUE                                          ","10065","2125931650","03","2013-09-06 00:00:00","D","10B","6","A","2013-09-06 00:00:00","2013-09-13 01:01:06.177000000"
"40366396","DESMOND'S TAVERN","1","433","PARK AVENUE SOUTH","10016","2126849472","03","2013-05-02 00:00:00","U","10H","9","A","2013-05-02 00:00:00","2013-09-13 01:01:06.177000000"
"40366425","NAOMI KOSHER PIZZA","4","68-28","MAIN STREET","11367","7185208754","50","2013-05-31 00:00:00","U","02B","26","B","2013-05-31 00:00:00","2013-09-13 01:01:06.177000000"
"40366473","TIO PEPE","1","168","WEST 4 STREET","10014","2122429338","77","2013-06-26 00:00:00","D","06E","12","A","2013-06-26 00:00:00","2013-09-13 01:01:06.177000000"
"40366543","JARDIN DE CHINA REST","4","37-37","JUNCTION BOULEVARD","11368","7184763755","20","2013-06-04 00:00:00","U","02H","20","B","2013-06-04 00:00:00","2013-09-13 01:01:06.177000000"
"40366361","THREE STAR RESTAURANT","3","1611","AVENUE U","11229","7183364195","03","2013-07-10 00:00:00","D","10H","11","A","2013-07-10 00:00:00","2013-09-13 01:01:06.177000000"
"40366379","BLARNEY ROCK","1","137","WEST   33 STREET","10001","2129470825","47","2013-07-24 00:00:00","U","04L","18","Z","2013-07-24 00:00:00","2013-09-13 01:01:06.177000000"
"40366379","BLARNEY ROCK","1","137","WEST   33 STREET","10001","2129470825","47","2013-07-24 00:00:00","U","10F","18","Z","2013-07-24 00:00:00","2013-09-13 01:01:06.177000000"
"40367749","LENNY'S CLAM BAR","4","161-03","CROSSBAY BOULEVARD","11414","7188455100","72","2013-08-22 00:00:00","U","04N","26","Z","2013-08-22 00:00:00","2013-09-13 01:01:06.177000000"
"40367749","LENNY'S CLAM BAR","4","161-03","CROSSBAY BOULEVARD","11414","7188455100","72","2013-08-22 00:00:00","U","08A","26","Z","2013-08-22 00:00:00","2013-09-13 01:01:06.177000000"
"40367797","ONE IF BY LAND TWO IF BY SEA","1","17","BARROW STREET","10014","2122558649","72","2013-04-02 00:00:00","U","04L","10","A","2013-04-02 00:00:00","2013-09-13 01:01:06.177000000"
"40367829","MCDONALD'S","4","75-50","101 AVENUE","11416","7188451010","39","2013-06-11 00:00:00","D","10F","13","A","2013-06-11 00:00:00","2013-09-13 01:01:06.177000000"
"40373938","IHOP","2","5655","BROADWAY","10463","7185494565","60","2013-09-04 00:00:00","D","06D","10","A","2013-09-04 00:00:00","2013-09-13 01:01:06.177000000"
"40373948","BRIDGEVIEW DINER","3","9011      ","THIRD AVENUE                                      ","11209","7186809818","03","2013-07-25 00:00:00","D","04N","11","A","2013-07-25 00:00:00","2013-09-13 01:01:06.177000000"
"40373984","BURKE'S PUB","4","69-47","GRAND AVENUE","11378","7184298728","03","2013-07-13 00:00:00","F","10B","14","B","2013-07-13 00:00:00","2013-09-13 01:01:06.177000000"
"40374088","PONGSRI THAI RESTAURANT","1","244","WEST 48 STREET","10036","2125823392","82","2013-07-25 00:00:00","D","02G","12","A","2013-07-25 00:00:00","2013-09-13 01:01:06.177000000"
"40367377","ZUM STAMMTISCH","4","69-46","MYRTLE AVENUE","11385","7183863014","37","2013-03-12 00:00:00","D","06D","13","A","2013-03-12 00:00:00","2013-09-13 01:01:06.177000000"
"40367442","BUDDY'S WONDER BAR","5","17","HARRISON AVENUE","10302","7184429768","03","2013-04-16 00:00:00","U","04L","17","B","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40367534","MR BROADWAY KOSHER DELI","1","1372","BROADWAY","10018","2129212152","50","2013-05-14 00:00:00","D","10F","13","A","2013-05-14 00:00:00","2013-09-13 01:01:06.177000000"
"40370946","SIZZLER","4","100-27    ","METROPOLITAN AVE","11375","7185444376","03","2013-04-09 00:00:00","U","08A","17","B","2013-04-09 00:00:00","2013-09-13 01:01:06.177000000"
"40371313","MARIELLA PIZZA","1","180","3 AVENUE","10003","2127771220","62","2013-07-22 00:00:00","D","02B","7","A","2013-07-22 00:00:00","2013-09-13 01:01:06.177000000"
"40371454","WEST BANK CAFE","1","407       ","WEST   42 STREET                                  ","10036","2126956909","03","2013-04-25 00:00:00","D","06C","10","A","2013-04-25 00:00:00","2013-09-13 01:01:06.177000000"
"40371494","DUKE'S RESTAURANT","4","79-00","QUEENS BOULEVARD","11373","7184768186","03","2013-04-29 00:00:00","U","02G","18","B","2013-04-29 00:00:00","2013-09-13 01:01:06.177000000"
"40371529","MCDONALD'S","5","2154","HYLAN BOULEVARD","10306","7189791524","39","2012-12-03 00:00:00","D","10B","9","A","2012-12-03 00:00:00","2013-09-13 01:01:06.177000000"
"40366543","JARDIN DE CHINA REST","4","37-37","JUNCTION BOULEVARD","11368","7184763755","20","2013-06-04 00:00:00","U","04H","20","B","2013-06-04 00:00:00","2013-09-13 01:01:06.177000000"
"40366586","SHIMONS KOSHER PIZZA","4","71-24     ","MAIN STREET                                       ","11367","7187931491","50","2013-09-04 00:00:00","U","08A","25","Z","2013-09-04 00:00:00","2013-09-13 01:01:06.177000000"
"40366643","THE RIVIERA CAFE","1","225       ","WEST    4 STREET                                  ","10014","2129293250","03","2013-06-19 00:00:00","D","06C","5","A","2013-06-19 00:00:00","2013-09-13 01:01:06.177000000"
"40366652","FASCATI'S PIZZERIA","3","80","HENRY STREET","11201","7182371278","63","2013-06-27 00:00:00","D","04N","11","A","2013-06-27 00:00:00","2013-09-13 01:01:06.177000000"
"40366586","SHIMONS KOSHER PIZZA","4","71-24     ","MAIN STREET                                       ","11367","7187931491","50","2013-09-04 00:00:00","U","10F","25","Z","2013-09-04 00:00:00","2013-09-13 01:01:06.177000000"
"40366728","THE PARK ROOM RESTAURANT","1","36","CENTRAL PARK SOUTH","10019","2123714000","03","2013-04-01 00:00:00","D","04L","12","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40366742","TAMAQUA","3","84","EBONY COURT","11229","7186469212","03","2013-05-21 00:00:00","D","10H","13","A","2013-05-21 00:00:00","2013-09-13 01:01:06.177000000"
"40366748","MUNCHTIME","2","21","EAST  170 STREET","10452","7189927347","03","2013-08-29 00:00:00","D","10J","12","A","2013-08-29 00:00:00","2013-09-13 01:01:06.177000000"
"40366497","THE PUNCH BOWL","2","5820","BROADWAY","10463","7188847322","03","2013-05-15 00:00:00","U","06D","9","A","2013-05-15 00:00:00","2013-09-13 01:01:06.177000000"
"40366549","IRISH COTTAGE","4","108-07","72 AVENUE","11375","7185208530","47","2013-04-10 00:00:00","U","10F","12","A","2013-04-10 00:00:00","2013-09-13 01:01:06.177000000"
"40371727","LA PALINA RESTAURANT","3","159","AVENUE O","11204","7182369764","48","2013-02-13 00:00:00","U","02G","13","A","2013-02-13 00:00:00","2013-09-13 01:01:06.177000000"
"40371807","AUNT BELLA'S REST OF LITTLE NECK","4","46-19","MARATHON PARKWAY","11362","7182254700","48","2013-02-07 00:00:00","D","10F","10","A","2013-02-07 00:00:00","2013-09-13 01:01:06.177000000"
"40368065","FORD FOUNDATION CAFETERIA","1","320","EAST 43 STREET","10017","2125734749","03","2013-04-04 00:00:00","D","10B","11","A","2013-04-04 00:00:00","2013-09-13 01:01:06.177000000"
"40368157","ELEPHANT & CASTLE","1","68","GREENWICH AVENUE","10011","2122431400","03","2013-07-05 00:00:00","D","10F","11","A","2013-07-05 00:00:00","2013-09-13 01:01:06.177000000"
"40368291","COLONNADE DINER","5","2001","HYLAN BOULEVARD","10306","7183512900","03","2013-04-01 00:00:00","D","10E","13","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40366661","BABY BO'S BURRITOS","1","627","2 AVENUE","10016","2127792656","81","2013-07-30 00:00:00","D","10B","13","A","2013-07-30 00:00:00","2013-09-13 01:01:06.177000000"
"40366728","THE PARK ROOM RESTAURANT","1","36","CENTRAL PARK SOUTH","10019","2123714000","03","2013-04-01 00:00:00","D","08A","12","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40366748","MUNCHTIME","2","21","EAST  170 STREET","10452","7189927347","03","2013-08-29 00:00:00","D","10F","12","A","2013-08-29 00:00:00","2013-09-13 01:01:06.177000000"
"40374192","ELIO'S","1","1621","SECOND AVENUE","10028","2127722242","48","2013-07-05 00:00:00","U","10B","9","A","2013-07-05 00:00:00","2013-09-13 01:01:06.177000000"
"40374325","LA MEDITERRANEE RESTAURANT","1","947","2 AVENUE","10022","2127554155","35","2013-04-04 00:00:00","D","04L","12","A","2013-04-04 00:00:00","2013-09-13 01:01:06.177000000"
"40374395","EL CARIBE","3","5945","STRICKLAND AVE","11234","7185311200","48","2013-06-06 00:00:00","D","02G","10","A","2013-06-06 00:00:00","2013-09-13 01:01:06.177000000"
"40366812","CARA MIA","4","220-20","HILLSIDE AVENUE","11427","7187409118","48","2013-01-09 00:00:00","D","04M","10","A","2013-01-09 00:00:00","2013-09-13 01:01:06.177000000"
"40366812","CARA MIA","4","220-20","HILLSIDE AVENUE","11427","7187409118","48","2013-01-09 00:00:00","D","10F","10","A","2013-01-09 00:00:00","2013-09-13 01:01:06.177000000"
"40366857","MALONEY'S BAR","4","87-69","SUTPHIN BOULEVARD","11435","3472334472","03","2013-05-04 00:00:00","U","10D","11","A","2013-05-04 00:00:00","2013-09-13 01:01:06.177000000"
"40367544","MALAGA RESTAURANT","1","406","EAST   73 STREET","10021","2127377659","77","2013-05-23 00:00:00","D","10H","12","A","2013-05-23 00:00:00","2013-09-13 01:01:06.177000000"
"40367683","ARMONDO'S","4","74-27","37 AVENUE","11372","7188980113","48","2012-09-27 00:00:00","D","04J","13","A","2012-09-27 00:00:00","2013-09-13 01:01:06.177000000"
"40367715","LA BONNE SOUPE BISTRO","1","48","WEST 55 STREET","10019","2125867650","35","2013-05-21 00:00:00","D","10F","9","A","2013-05-21 00:00:00","2013-09-13 01:01:06.177000000"
"40366652","FASCATI'S PIZZERIA","3","80","HENRY STREET","11201","7182371278","63","2013-06-27 00:00:00","D","08A","11","A","2013-06-27 00:00:00","2013-09-13 01:01:06.177000000"
"40366716","SHUN LEE PALACE RESTAURANT","1","155","EAST   55 STREET","10022","2123718844","20","2013-04-25 00:00:00","D","02G","7","A","2013-04-25 00:00:00","2013-09-13 01:01:06.177000000"
"40366742","TAMAQUA","3","84","EBONY COURT","11229","7186469212","03","2013-05-21 00:00:00","D","06D","13","A","2013-05-21 00:00:00","2013-09-13 01:01:06.177000000"
"40366742","TAMAQUA","3","84","EBONY COURT","11229","7186469212","03","2013-05-21 00:00:00","D","10J","13","A","2013-05-21 00:00:00","2013-09-13 01:01:06.177000000"
"40366833","IHOP","2","4340","BOSTON ROAD","10475","7183256664","60","2013-06-05 00:00:00","U","02G","24","B","2013-06-05 00:00:00","2013-09-13 01:01:06.177000000"
"40371988","NORTH SHORE DINER","4","196 52","NORTHERN BLVD","11358","7182258000","03","2013-04-24 00:00:00","F","02C","42","C","2013-04-24 00:00:00","2013-09-13 01:01:06.177000000"
"40372112","GREEN HOUSE CAFE","3","7717      ","THIRD AVENUE                                      ","11209","7188338200","03","2013-05-03 00:00:00","U","06C","14","B","2013-05-03 00:00:00","2013-09-13 01:01:06.177000000"
"40372196","MCDONALD'S","2","3660","EAST TREMONT AVENUE","10465","7188281430","39","2013-04-30 00:00:00","D","10F","2","A","2013-04-30 00:00:00","2013-09-13 01:01:06.177000000"
"40368318","MAGGIES PLACE","1","21","EAST 47 STREET","10017","2127535757","03","2012-09-26 00:00:00","D","10F","13","A","2012-09-26 00:00:00","2013-09-13 01:01:06.177000000"
"40366961","MITCHELL'S RESTAURANT","3","617A","VANDERBILT AVENUE","11238","7187893212","73","2013-07-17 00:00:00","U","02B","25","B","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40366987","EL CHARRO ESPANOL","1","4","CHARLES STREET","10014","2122429547","77","2012-07-12 00:00:00","D","10F","2","A","2012-07-12 00:00:00","2013-09-13 01:01:06.177000000"
"40367005","DA VINCI PIZZA","3","6514","18 AVENUE","11204","7182325855","63","2013-07-02 00:00:00","D","02B","10","A","2013-07-02 00:00:00","2013-09-13 01:01:06.177000000"
"40366857","MALONEY'S BAR","4","87-69","SUTPHIN BOULEVARD","11435","3472334472","03","2013-05-04 00:00:00","U","10H","11","A","2013-05-04 00:00:00","2013-09-13 01:01:06.177000000"
"40366929","LITTLE BROWN JUG","4","124-02","JAMAICA AVENUE","11418","7188469609","03","2013-06-20 00:00:00","D","08A","11","A","2013-06-20 00:00:00","2013-09-13 01:01:06.177000000"
"40366961","MITCHELL'S RESTAURANT","3","617A","VANDERBILT AVENUE","11238","7187893212","73","2013-07-17 00:00:00","U","08A","25","B","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40367752","GRIFFIS FACULTY CLUB","1","521       ","EAST   68 STREET                                  ","10065","2127466100","03","2013-06-17 00:00:00","D","10F","2","A","2013-06-17 00:00:00","2013-09-13 01:01:06.177000000"
"40367790","MCDONALD'S","3","943","FLATBUSH AVENUE","11226","7186935353","39","2013-05-01 00:00:00","U","06F","7","A","2013-05-01 00:00:00","2013-09-13 01:01:06.177000000"
"40367860","LB SPUMONI GARDENS","3","2725A","86 STREET","11223","7184491230","62","2013-05-09 00:00:00","F","02B","27","B","2013-05-09 00:00:00","2013-09-13 01:01:06.177000000"
"40368025","BEAVER POND","2","2300","SOUTHERN BOULEVARD","10460","7182207731","03","2013-05-29 00:00:00","D","10F","10","A","2013-05-29 00:00:00","2013-09-13 01:01:06.177000000"
"40368026","AFRICAN MARKET (BABOON CAFE)","2","2300","SOUTHERN BOULEVARD","10460","7187336858","03","2013-05-28 00:00:00","D","10F","3","A","2013-05-28 00:00:00","2013-09-13 01:01:06.177000000"
"40368034","ROADHOUSE RESTAURANT","5","1402","CLOVE ROAD","10301","7184470033","48","2013-07-17 00:00:00","D","10F","3","A","2013-07-17 00:00:00","2013-09-13 01:01:06.177000000"
"40368065","FORD FOUNDATION CAFETERIA","1","320","EAST 43 STREET","10017","2125734749","03","2013-04-04 00:00:00","D","10F","11","A","2013-04-04 00:00:00","2013-09-13 01:01:06.177000000"
"40374415","OMEN JAPANESE CUISINE","1","113","THOMPSON STREET","10012","2129258923","49","2013-04-16 00:00:00","D","06D","11","A","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40374415","OMEN JAPANESE CUISINE","1","113","THOMPSON STREET","10012","2129258923","49","2013-04-16 00:00:00","D","10H","11","A","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40368552","SAMMY'S STEAKHOUSE","1","155-157   ","CHRISTIE ST.                                      ","10002","2126730330","78","2013-04-12 00:00:00","U","06D","26","B","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40368577","DENNY'S PUB","3","106","BEVERLY ROAD","11218","7184352156","03","2012-11-21 00:00:00","D","06D","9","A","2012-11-21 00:00:00","2013-09-13 01:01:06.177000000"
"40368617","BOOTS & SADDLE BAR","1","76","CHRISTOPHER STREET","10014","2126331986","03","2012-08-02 00:00:00","D","10B","13","A","2012-08-02 00:00:00","2013-09-13 01:01:06.177000000"
"40366929","LITTLE BROWN JUG","4","124-02","JAMAICA AVENUE","11418","7188469609","03","2013-06-20 00:00:00","D","04N","11","A","2013-06-20 00:00:00","2013-09-13 01:01:06.177000000"
"40366938","LULU'S COFFEE SHOP","2","1191","CASTLE HILL AVENUE","10462","7188223568","14","2013-07-08 00:00:00","D","10F","9","A","2013-07-08 00:00:00","2013-09-13 01:01:06.177000000"
"40366993","FINNEGAN'S WAKE","1","1361      ","FIRST AVENUE                                      ","10021","2127373664","03","2012-12-17 00:00:00","D","10F","11","A","2012-12-17 00:00:00","2013-09-13 01:01:06.177000000"
"40372422","BURGER KING","4","92-83","QUEENS BOULEVARD","11374","7185750116","39","2013-08-13 00:00:00","D","06D","9","A","2013-08-13 00:00:00","2013-09-13 01:01:06.177000000"
"40372422","BURGER KING","4","92-83","QUEENS BOULEVARD","11374","7185750116","39","2013-08-13 00:00:00","D","10F","9","A","2013-08-13 00:00:00","2013-09-13 01:01:06.177000000"
"40372445","OMONIA CAFE","4","32-20","BROADWAY","11106","7182746650","38","2013-07-24 00:00:00","U","06D","27","Z","2013-07-24 00:00:00","2013-09-13 01:01:06.177000000"
"40368908","STACKS TAVERN","2","5723","BROADWAY","10463","7185499771","47","2013-05-11 00:00:00","D","10B","13","A","2013-05-11 00:00:00","2013-09-13 01:01:06.177000000"
"40369012","VALENTINO'S PIZZA","4","71-47","KISSENA BOULEVARD","11367","7185916464","63","2013-04-16 00:00:00","D","06F","7","A","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40367183","NARROWS COFFEE SHOP","3","10001","4 AVENUE","11209","7188339281","03","2013-02-04 00:00:00","D","10H","4","A","2013-02-04 00:00:00","2013-09-13 01:01:06.177000000"
"40367232","O'HANLON'S PUB","4","22-57","31 STREET","11105","7187289619","47","2013-08-05 00:00:00","D","06D","5","A","2013-08-05 00:00:00","2013-09-13 01:01:06.177000000"
"40368207","MILL BASIN KOSHER DELI","3","5823","AVENUE T","11234","7182414910","50","2013-09-10 00:00:00","U","04L","27","Z","2013-09-10 00:00:00","2013-09-13 01:01:06.177000000"
"40368291","COLONNADE DINER","5","2001","HYLAN BOULEVARD","10306","7183512900","03","2013-04-01 00:00:00","D","10B","13","A","2013-04-01 00:00:00","2013-09-13 01:01:06.177000000"
"40368370","BENJAMIN","1","603","2 AVENUE","10016","2128890750","03","2013-02-07 00:00:00","U","02G","17","B","2013-02-07 00:00:00","2013-09-13 01:01:06.177000000"
"40374968","RACCOON LODGE","1","59","WARREN STREET","10007","2122279894","03","2012-12-03 00:00:00","D","06D","8","A","2012-12-03 00:00:00","2013-09-13 01:01:06.177000000"
"40375136","SABROSURA RESTAURANT","2","1200","CASTLE HILL AVENUE","10462","7185971344","21","2012-02-16 00:00:00","D","09C","5","A","2012-02-16 00:00:00","2013-09-13 01:01:06.177000000"
"40375286","LA VILLA DE PIZZA & RESTAURANT","4","82-07","153 AVENUE","11414","7186418259","62","2013-03-21 00:00:00","D","10F","12","A","2013-03-21 00:00:00","2013-09-13 01:01:06.177000000"
"40367329","EMERALD PUB","1","308","SPRING STREET","10013","2122268512","03","2013-08-26 00:00:00","D","04L","13","A","2013-08-26 00:00:00","2013-09-13 01:01:06.177000000"
"40367329","EMERALD PUB","1","308","SPRING STREET","10013","2122268512","03","2013-08-26 00:00:00","D","10F","13","A","2013-08-26 00:00:00","2013-09-13 01:01:06.177000000"
"40367338","TAP ROOM","1","180","CENTRAL PARK SOUTH","10019","2127677085","03","2012-12-03 00:00:00","D","06D","8","A","2012-12-03 00:00:00","2013-09-13 01:01:06.177000000"
"40367339","COCKTAIL ROOM (NYAC)","1","180","CENTRAL PARK SOUTH","10019","2127677000","03","2013-02-01 00:00:00","F","06D","22","B","2013-02-01 00:00:00","2013-09-13 01:01:06.177000000"
"40367365","FLAME RESTAURANT COFFEE HOUSE","1","893","9 AVENUE","10019","2127657562","03","2013-07-03 00:00:00","D","10F","10","A","2013-07-03 00:00:00","2013-09-13 01:01:06.177000000"
"40366993","FINNEGAN'S WAKE","1","1361      ","FIRST AVENUE                                      ","10021","2127373664","03","2012-12-17 00:00:00","D","06C","11","A","2012-12-17 00:00:00","2013-09-13 01:01:06.177000000"
"40367240","CHARLIES SPORTS BAR","4","44-08","60TH ST. - STORE","11377","7184298502","03","2013-02-08 00:00:00","D","08C","11","A","2013-02-08 00:00:00","2013-09-13 01:01:06.177000000"
"40367240","CHARLIES SPORTS BAR","4","44-08","60TH ST. - STORE","11377","7184298502","03","2013-02-08 00:00:00","D","10A","11","A","2013-02-08 00:00:00","2013-09-13 01:01:06.177000000"
"40372471","BRUNO BAKERY","1","506","LA GUARDIA PLACE","10012","2129825851","08","2013-07-26 00:00:00","D","06C","12","A","2013-07-26 00:00:00","2013-09-13 01:01:06.177000000"
"40372596","TROPICAL HOUSE BAKING COMPANY","3","267","SCHENECTADY AVENUE","11213","7187739523","08","2012-09-26 00:00:00","D","08A","13","A","2012-09-26 00:00:00","2013-09-13 01:01:06.177000000"
"40372618","BURGER KING","4","154-05","ROCKAWAY BOULEVARD","11434","7185275044","39","2013-05-01 00:00:00","U","05D","19","B","2013-05-01 00:00:00","2013-09-13 01:01:06.177000000"
"40372631","YANKEE JZ PIZZA","2","1599","WESTCHESTER AVENUE","10472","7183284349","62","2013-08-15 00:00:00","D","02B","9","A","2013-08-15 00:00:00","2013-09-13 01:01:06.177000000"
"40372831","CHEN'S CHINESE","5","1434D","RICHMOND ROAD","10304","7189795170","20","2012-10-12 00:00:00","D","06D","11","A","2012-10-12 00:00:00","2013-09-13 01:01:06.177000000"
"40372844","MCDONALD'S","4","221-28","HORACE HARDING EX","11364","7186310700","39","2013-02-11 00:00:00","D","08A","11","A","2013-02-11 00:00:00","2013-09-13 01:01:06.177000000"
"40369016","VIAND COFFEE SHOP","1","673       ","MADISON AVENUE                                    ","10065","2127516622","38","2013-04-17 00:00:00","D","06C","12","A","2013-04-17 00:00:00","2013-09-13 01:01:06.177000000"
"40369051","STEVE'S COFFEE SHOP","4","4034 16","2ND ST","11358","7184456691","14","2013-04-16 00:00:00","D","10B","10","A","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40369087","BLUE BAY RESTAURANT","2","3533","JOHNSON AVENUE","10463","7188846476","03","2013-09-09 00:00:00","D","10F","12","A","2013-09-09 00:00:00","2013-09-13 01:01:06.177000000"
"40368514","THE BACK FENCE","1","155","BLEECKER STREET","10012","2124759221","03","2013-04-16 00:00:00","U","04L","12","A","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40368552","SAMMY'S STEAKHOUSE","1","155-157   ","CHRISTIE ST.                                      ","10002","2126730330","78","2013-04-12 00:00:00","U","04A","26","B","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40368552","SAMMY'S STEAKHOUSE","1","155-157   ","CHRISTIE ST.                                      ","10002","2126730330","78","2013-04-12 00:00:00","U","06B","26","B","2013-04-12 00:00:00","2013-09-13 01:01:06.177000000"
"40368581","MARIES CRISIS CAFE","1","59","GROVE STREET","10014","2122439323","03","2013-07-30 00:00:00","U","04L","23","B","2013-07-30 00:00:00","2013-09-13 01:01:06.177000000"
"40367241","JG MELON RESTAURANT","1","1291","3 AVENUE","10021","2127440585","03","2012-11-21 00:00:00","D","10F","9","A","2012-11-21 00:00:00","2013-09-13 01:01:06.177000000"
"40367339","COCKTAIL ROOM (NYAC)","1","180","CENTRAL PARK SOUTH","10019","2127677000","03","2013-02-01 00:00:00","F","04H","22","B","2013-02-01 00:00:00","2013-09-13 01:01:06.177000000"
"40367241","JG MELON RESTAURANT","1","1291","3 AVENUE","10021","2127440585","03","2012-11-21 00:00:00","D","04H","9","A","2012-11-21 00:00:00","2013-09-13 01:01:06.177000000"
"40367365","FLAME RESTAURANT COFFEE HOUSE","1","893","9 AVENUE","10019","2127657562","03","2013-07-03 00:00:00","D","06D","10","A","2013-07-03 00:00:00","2013-09-13 01:01:06.177000000"
"40367373","JACKSON HOLE","1","232       ","EAST   64 STREET                                  ","10065","2123717187","39","2012-12-27 00:00:00","D","02G","13","A","2012-12-27 00:00:00","2013-09-13 01:01:06.177000000"
"40375819","MARIA RISTORANTE","3","3073","EMMONS AVENUE","11235","7186466665","48","2013-08-29 00:00:00","U","08A","19","Z","2013-08-29 00:00:00","2013-09-13 01:01:06.177000000"
"40375899","NERON'S PIZZA","4","215-32","HILLSIDE AVENUE","11427","7187766056","62","2012-11-13 00:00:00","D","08A","11","A","2012-11-13 00:00:00","2013-09-13 01:01:06.177000000"
"40369262","JOHN'S PIZZERIA","4","8502","GRAND AVENUE","11373","7184577561","62","2012-09-12 00:00:00","D","08A","9","A","2012-09-12 00:00:00","2013-09-13 01:01:06.177000000"
"40369299","SEASHORE RESTAURANT","2","591","CITY ISLAND AVE","10464","7188850300","72","2013-04-16 00:00:00","F","04M","22","B","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40369299","SEASHORE RESTAURANT","2","591","CITY ISLAND AVE","10464","7188850300","72","2013-04-16 00:00:00","F","08A","22","B","2013-04-16 00:00:00","2013-09-13 01:01:06.177000000"
"40369461","CAFE UN DEUX TROIS","1","123","WEST   44 STREET","10036","2123544148","35","2013-07-30 00:00:00","F","04C","48","Z","2013-07-30 00:00:00","2013-09-13 01:01:06.177000000"
"40367544","MALAGA RESTAURANT","1","406","EAST   73 STREET","10021","2127377659","77","2013-05-23 00:00:00","D","06D","12","A","2013-05-23 00:00:00","2013-09-13 01:01:06.177000000"
